name,year,length,budget,aggregateRating,totalReviews,mpaa,genre_id
How They Get There,1997,3,,7.6,76,,64
How They Make Adult Movies,1997,60,,3.8,14,,16
How Wings Are Attached to the Backs of Angels,1996,10,,8,18,,66
How the Garcia Girls Spent Their Summer,2005,128,,2.9,43,,12
How the Grinch Stole Christmas,2000,104,123000000,5.7,12680,PG,12
How the West Was Won,1962,162,14000000,6.9,2029,,8
How to Be Very Very Popular,1955,89,,5.6,35,,4
How to Be a Cyber-Lovah,2001,7,,8.2,6,,68
How to Be a Detective,1936,9,,7.3,21,,68
How to Be a Model (A 12 Step Plan),2003,82,,9.3,17,,16
How to Be a Player,1997,93,,4.3,409,R,4
How to Be a Sailor,1944,7,,6.8,54,,70
How to Beat the High Co$t of Living,1980,105,,5.4,218,,4
How to Behave,1936,10,,6.8,6,,68
How to Break 90,1933,9,,4.2,10,,80
How to Cheat in the Leaving Certificate,1997,80,,6,19,,0
How to Commit Marriage,1969,95,,5.1,105,,44
How to Dance,1953,6,,7,49,,70
How to Deal,2003,102,16000000,5.5,1537,PG-13,44
How to Disappear Completely,2004,8,,8.8,8,,72
How to Draw a Bunny,2002,90,,7.9,91,,16
How to Eat,1939,9,,7.4,8,,68
How to Figure Income Tax,1938,9,,7.5,9,,68
How to Fish,1942,7,,6.7,49,,70
How to Fly the B-24D Airplane,1942,58,,8.3,7,,16
How to Frame a Figg,1971,103,,5.8,87,,4
How to Get Ahead in Advertising,1989,95,,6.8,762,,4
How to Get the Mans Foot Outta Your Ass,2003,109,,7.6,1151,R,8
How to Have an Accident at Work,1959,7,,7.5,24,,70
How to Have an Accident in the Home,1956,7,,7.7,22,,70
How to Judge Character by the Face,1986,9,,1.3,16,,64
How to Kill Your Neighbors Dog,2000,107,7300000,7,907,R,12
How to Kiss,1989,6,,6.8,83,,102
How to Live with a Vegan Without Killing Them,2004,84,330000,5.5,10,,4
How to Lose a Guy in 10 Days,2003,116,50000000,6.1,9257,PG-13,36
How to Make Friends,2004,7,,7.2,17,,64
How to Make Love to a Woman,1995,5,,6.6,65,,70
How to Make Movies,1918,16,,6.2,11,,68
How to Make a Doll,1968,81,,1.8,19,,4
How to Make a Monster,1958,73,,4.4,97,,0
How to Make an American Quilt,1995,109,,5.9,2462,PG-13,40
How to Make the Cruelest Month,1998,99,,6.2,17,,4
How to Marry a Millionaire,1953,95,,6.8,1653,,36
How to Murder Your Wife,1965,118,,6.5,662,,4
How to Murder a Rich Uncle,1957,79,,6.4,24,,4
How to Play Baseball,1942,8,,6.8,56,,70
How to Play Football,1944,7,,6.7,65,,70
How to Play Golf,1944,8,,6.9,51,,70
How to Raise a Baby,1938,10,,5.7,11,,68
How to Ride a Horse,1950,8,,5.9,22,,70
How to Save a Marriage (And Ruin Your Life),1968,102,,5.1,52,,36
How to Sleep,1935,11,,6.4,66,,68
How to Sleep,1953,7,,6.5,49,,70
How to Start the Day,1937,10,,7.1,12,,68
How to Steal a Million,1966,123,6000000,7.2,1655,,44
How to Steal the World,1968,86,,5.2,39,,5
How to Stuff a Wild Bikini,1965,93,,4.2,137,,4
How to Succeed in Business Without Really Trying,1967,121,,7,627,,4
How to Succeed with Sex,1970,77,,1.1,8,,4
How to Survive a Broken Heart,1991,80,,6.3,10,,8
How to Swim,1942,8,,6.8,53,,70
How to Train a Dog,1936,8,,7.6,12,,68
How to Undress In Front of Your Husband,1937,20,,2.9,11,,72
How to Vote,1936,10,,7.6,11,,68
How to Watch Football,1938,9,,7.2,9,,68
Hows Your News?,1999,82,,6.5,75,,16
Howve You Bean?,1933,18,,6.2,5,,68
Howard Zinn: You Cant Be Neutral on a Moving Train,2004,78,,7.7,37,,16
Howard in Particular,1979,14,,6.8,37,,64
Howard the Duck,1986,110,30000000,3.9,6582,,5
Howards End,1992,140,,7.4,5098,,8
Howards of Virginia The,1940,117,,6.1,67,,8
Howling II: Stirba - Werewolf Bitch,1985,91,,2.6,575,,0
Howling III,1987,94,,3,381,,4
Howling The,1981,91,1000000,6.3,2546,,0
Howrah Bridge,1958,153,,7.5,6,,0
Hoyat gwan tsoi loi,1991,126,,7.2,20,,8
Hr. Boe & Co.s Anxiety,2001,35,,8.3,18,,64
Hra o jablko,1976,100,,6.4,26,,0
Hra s kameny,1965,8,,8.4,27,,66
Hrad z pisku,1994,80,,4.7,12,,32
Hrein og bein,2003,56,,7.2,11,,16
Hringurinn,1985,80,,6.4,6,,16
Hristina,1960,81,,6.4,8,,4
Hrvatska mora,2005,110,,4.1,7,,4
Hsi yen,1993,106,1000000,7.5,2342,,44
Hsia nu,1969,200,,7.5,261,,1
Hsia yu-yen,1968,89,,7.4,48,,33
Hsiao chuan yi chao,1979,92,,6.4,382,,5
Hsiao pi te ku shih,1983,100,,7.8,26,,8
Hsimeng jensheng,1993,142,,6.8,192,,8
Hsing Hsing wang,1977,90,,4.3,167,PG-13,0
Hu Du Men,1996,87,,7.1,48,,12
Hu Halach BSadot,1967,90,,6.1,5,,8
Hu Tu Tu,1999,172,,6.7,18,,8
Hu xue tu long zhi hong tian xian jing,1994,88,,4.5,15,,1
Hu-Man,1975,93,,5.6,7,,0
Hua Mu Lan,1964,106,,7.5,6,,40
Hua hun,1995,118,,5.9,68,,0
Hua jai tor ra nong,2003,90,,4.5,53,,4
Hua ji shi dai,1981,94,,4.6,17,,13
Hua jie kuang ben,1992,95,,5.4,23,,0
Hua pi zhi yinyang fawang,1993,95,,3.4,29,,0
Hua qi Shao Lin,1994,111,,5.9,124,,1
Hua yan,2002,84,,7,10,,0
Hua yang de nian hua,2000,3,,7.9,44,,64
Huang Fei-hung zhi sei: Wang zhe zhi feng,1993,102,,4.4,73,,1
Huang jia shi jie zhi III: Ci xiong da dao,1988,90,,5.9,34,,1
Huang jia shi jie zhi IV: Zhi ji zheng ren,1989,90,,7,106,R,1
Huang tu di,1984,91,,7.4,288,,8
Huang xin jia ni,2001,110,,6.9,29,,8
Huanghe juelian,1999,105,,5.6,25,,8
Huapango,2004,100,,5.7,6,,8
Hubal,1973,126,,6.7,11,,8
Huberts Brain,2001,17,,6.5,6,,66
Hubog,2001,100,,6.2,10,,8
Huck and the King of Hearts,1993,98,,5.2,35,,0
Huckleberry Finn,1931,80,,4.7,11,,4
Huckleberry Finn,1974,118,,4.9,43,,0
Huckleberry Finn,1995,108,,5.7,8,PG,0
Hucksters The,1947,115,2300000,6.4,189,,44
Hud,1963,112,2500000,7.9,2450,,9
Hud,1986,115,,4.4,57,,8
Huddle,1932,104,,5.2,29,,8
Hudodelci,1987,90,,6.2,5,,0
Hudson Hawk,1991,103,65000000,5.1,8904,,5
Hudson River Blues,1997,91,,4.3,21,,0
Hudsons Bay,1941,95,,6.2,52,,0
Hudsucker Proxy The,1994,111,25000000,7.4,12903,,36
Hue and Cry,1947,82,,7.2,117,,4
Huelepega,1999,105,,6.2,24,,8
Huella de luz,1943,76,,5.1,8,,4
Huellas borradas Las,1999,98,,5.8,57,,8
Huevos de oro,1993,95,,5.9,343,,8
Huey Long,1985,88,,7.6,47,,16
Huggetts Abroad The,1949,89,,5.5,13,,4
Hugh Hefner: Once Upon a Time,1992,91,,6.3,56,,16
Hughes and Harlow: Angels in Hell,1978,95,,2.3,9,,8
Hugo Pool,1997,92,,5.1,503,R,36
Hugo och Josefin,1967,78,,6.8,39,,12
Hugs and Mugs,1950,16,,7.1,29,,68
Hui ba! Ja fit yan bing tuen,1996,92,,6.9,10,,5
Hui nin yin fa dak bit doh,1998,128,,6.7,76,,8
Huidos,1992,107,,4.5,5,,8
Huis Het,1961,30,,7,5,,64
Huk!,1956,84,,5.7,9,,8
Hukkle,2002,75,100000,7.1,433,,8
Hula,1927,64,,6.9,29,,40
Hula-La-La,1951,16,,6.9,38,,68
Huling birhen sa lupa Ang,2003,99,,6.8,12,,8
Hulk,2003,138,120000000,6.1,20710,PG-13,9
Hull of a Mess A,1942,6,,6.7,6,,70
Hullabaloo,1940,78,,6.8,16,,4
Hullumeelsus,1968,79,,7.6,16,,8
Hum,1991,170,,7.7,84,,9
Hum Aapke Hain Koun...!,1994,206,,6.9,272,,44
Hum Dil De Chuke Sanam,1999,188,,7.5,309,,36
Hum Dono,1961,95,,6,11,,8
Hum Hain Rahi Pyaar Ke,1993,163,,6.7,75,,44
Hum Kisi Se Kum Nahin,1977,169,,7.9,27,,45
Hum Kisi Se Kum Nahin,2002,161,,5.1,55,,45
Hum Paanch,1980,163,,7.1,13,,9
Hum Saath-Saath Hain: We Stand United,1999,177,,6.2,98,,8
Hum Tum,2004,142,,6.5,213,,44
Hum Tumhare Hain Sanam,2002,172,,6.5,91,,8
Human Body The,2001,43,,5.7,33,,80
Human Comedy The,1943,118,,7.2,227,,8
Human Condition The,1999,10,,5.9,12,,68
Human Desire,1954,91,,6.9,213,,8
Human Duplicators The,1965,80,,2.2,98,,0
Human Experiments,1980,82,,3.6,36,,0
Human Factor The,1975,95,,4.8,50,,8
Human Factor The,1979,115,,5.3,105,,0
Human Jungle The,1954,82,,5.9,19,,0
Human Nature,2001,96,,6.1,3255,R,4
Human Remains,1998,30,,8.2,84,,80
Human Shield The,1991,88,,4.6,59,,9
Human Stain The,2003,106,,6.4,4130,R,40
Human Timebomb,1995,98,,3.4,39,R,9
Human Tornado The,1976,85,,5.8,164,,5
Human Touch,2004,102,,5.9,32,,8
Human Traffic,1999,99,,6.6,3268,R,12
Humanist The,2001,95,,4.8,20,,4
Humanoids from Atlantis,1992,45,,3.2,10,,5
Humanoids from the Deep,1980,80,,4.8,466,,0
Humdrum,1998,7,,7.2,69,,70
Hummer,2003,9,,6.1,9,,68
Hummingbird,2004,48,50000,9.2,12,,16
Hummingbird Tree The,1992,85,,4.6,11,,8
Humongous,1982,97,,3,119,,0
Humoresque,1946,125,,7.2,312,,40
Humorous Phases of Funny Faces,1906,3,,5.7,51,,66
Humpty Dumpty,1935,7,,6,18,,66
Humraaz,2002,173,,7.1,75,,41
Hunchback of Notre Dame The,1923,98,1250000,7.4,414,,8
Hunchback of Notre Dame The,1939,116,,7.7,1851,,8
Hunchback of Notre Dame The,1996,91,70000000,6.5,6093,,14
Hund von Baskerville - 6. Teil: Das Haus ohne Fenster Der,1920,157,,1.9,7,,0
Hund von Blackwood Castle Der,1968,92,,5.9,51,,0
Hunden som log,1989,50,,7.1,14,,8
Hundhotellet,2000,68,,5.7,41,,2
Hundra,1983,90,,4.6,59,,1
Hundred Percent,1998,103,,6.1,26,,4
Hundstage,2001,127,,7,898,R,8
Hundtricket - The movie,2002,106,,5.6,387,,44
Hung biu hyn sin ji daai tau gwaai ang,2001,89,,5.2,57,,0
Hung wen tin san po pai lien chiao,1980,95,,8.3,87,,9
Hungama,2003,153,,6.7,82,,13
Hunger,1974,10,,7.1,30,,66
Hunger - Sehnsucht nach Liebe,1997,97,,6,36,,40
Hunger Artist The,2002,16,,6,7,,66
Hunger The,1983,97,,6.1,2488,,40
Hungry Bachelors Club The,1999,93,,5,11,PG-13,44
Hungry Goat The,1943,7,,5.7,9,,70
Hungry Hearts,2002,82,,5.9,26,,12
Hungry Hill,1947,92,,5.2,14,,8
Hungry Squid The,2001,15,,7.3,11,,66
Hungry Wives,1973,89,120000,4.6,202,,8
Hungry Wolf The,1942,9,,5.8,15,,70
Hungry for You,1996,92,,3.1,21,R,0
Hunk,1987,102,,3.6,164,,4
Hunt for Red October The,1990,134,30000000,7.6,26666,,1
Hunt the Man Down,1950,69,,6.8,50,,0
Hunted,1952,84,,6.8,62,,8
Hunted The,1948,88,,8.5,8,,8
Hunted The,1995,111,,5.3,750,R,1
Hunted The,1997,90,,3.1,32,,0
Hunted The,2003,117,,5.5,5978,R,9
Hunters Blood,1987,101,,4.6,80,,1
Hunters Crossing,1983,91,,2.2,10,,1
Hunters Moon The,1999,98,,5.1,63,R,41
Hunter The,1980,97,8000000,5.8,559,,1
Hunter The,1995,10,,7.4,5,,64
Hunters The,1958,105,,6.2,164,,40
Hunting,1991,97,,4.1,24,,8
Hunting Camp,2005,38,4000,8.1,13,,72
Hunting Party The,1971,108,,4.7,141,,9
Hunting for Herschell,2003,90,30000,1.8,11,,13
Hunting of the President The,2004,93,,7.3,345,,16
Hunting of the Snark The,1987,60,,7,6,,0
Huntress: Spirit of the Night,1995,86,,3.1,44,R,0
Huntsman The,1993,12,,9,5,,65
Huo Yuan-Jia,1982,89,,7.9,83,,1
Huo shao dao,1990,125,,5.3,418,,9
Huo shao hong lian si,1994,104,,6.7,137,,1
Huoshan Qingxie,1932,100,,7.7,5,,0
Huostaanotto,1980,5,,5.9,22,,64
Huozhe,1994,125,,7.9,2207,,8
Hurdes Las,1933,30,,7.5,459,,88
Hurdy-Gurdy Hare,1950,7,,7.4,27,,70
Hurensohn,2004,86,,7.4,21,,8
Hurlevent,1985,130,,5.5,29,,40
Hurlyburly,1998,122,,5.6,3487,R,8
Hurmaava joukkoitsemurha,2000,118,,4.8,87,,4
Hurra - Die Schwedinnen sind da,1978,84,,3.8,6,,4
Hurra for Andersens,1966,108,,6,20,,4
Hurra die Schule brennt,1969,97,,3.3,77,,4
Hurra ich bin Papa!,1939,80,,5.9,6,,4
Hurra unsere Eltern sind nicht da,1970,94,,2.8,9,,0
Hurricane,1979,120,,4,133,,8
Hurricane,1997,91,500000,6.6,424,R,8
Hurricane Express The,1932,79,,5,60,,8
Hurricane Smith,1952,90,,4.9,24,,0
Hurricane Smith,1992,86,,4.1,66,,9
Hurricane The,1937,103,2000000,7,232,,9
Hurricane The,1999,145,38000000,7.3,12445,R,8
Hurry Sundown,1967,146,,5,169,,8
Hurry Up or Ill Be 30,1973,88,,4.8,8,,12
Hurt Penguins,1992,98,,4.6,15,,36
Hus i helvete,2002,100,,6.7,61,,8
Husbands,1970,131,1000000,7,373,PG-13,8
Husbands Beware,1956,16,,7,37,,68
Husbands and Wives,1992,108,20000000,7.4,3622,,12
Hush,1998,96,,4.6,2043,PG-13,0
Hush My Mouse,1946,7,,6.2,17,,70
Hush!,2001,136,,6,152,,12
Hush-A-Bye-Baby,1990,72,,5.6,26,,0
Hush... Hush Sweet Charlotte,1964,133,1900000,7.3,1293,,0
Husk,2005,27,7500,3.3,14,,64
Hussard sur le toit Le,1995,118,,6.9,1383,R,8
Hussy,1980,95,,4.2,23,,8
Hustlas,2002,90,1000000,5.2,5,,0
Hustle,1975,120,,5.8,177,,8
Hustler Squad,1976,98,,3.7,10,,9
Hustler White,1996,79,,6,227,,40
Hustler The,1961,134,2000000,8.2,8220,,8
Hustling for Health,1919,15,,5.2,29,,68
Hustruer,1975,84,,4.7,31,,12
Huutajat - Screaming Men,2003,76,,7.7,59,,16
Hvem har bestemt?,1978,83,,5.4,20,,12
Hvis lille pige er du?,1963,94,,5.5,15,,4
Hvor er pengene Peter,2002,6,,6,14,,65
Hvor ligger Painful City?,1993,7,,5.7,6,,64
Hvor mindets blomster gror,1991,45,,5.2,8,,0
Hwaiteu ballenta-in,1999,101,,5.7,61,,32
Hwajangshil eodieyo?,2002,102,,5,72,,8
Hwang Jin-yi,1986,125,,4,8,,8
Hwanyeo 82,1982,115,,7.1,7,,0
Hwaomkyung,1993,136,,6.9,12,,0
Hwerow Hweg,2002,90,,7,11,,40
Hybrid,1997,86,,3.1,52,R,0
Hybrid,2000,92,,6.9,31,,16
Hyde and Go Tweet,1960,6,,7,64,,70
Hyde and Hare,1955,7,,6.9,103,,70
Hymens Parable The,2000,80,,5.3,6,,0
Hyoten,1966,96,,6.7,7,,8
Hype!,1996,87,,7.5,330,,16
Hyper,2002,6,,6.8,12,,68
Hyper Sapien: People from Another Star,1986,92,,4.4,18,,0
Hyper Space,1989,81,,3.6,13,,0
Hyperspace,1984,90,,5.4,21,,4
Hypnotic Eye The,1960,79,365000,5,47,,0
Hypnotic Sensations,1985,82,,6.9,10,,0
Hypo-Chondri-Cat The,1950,7,,6.8,75,,70
Hypocrites,1915,49,,6,39,,8
Hypostatic Union The,2003,4,,7.2,6,,64
Hysteria,1965,85,,5.2,57,,0
Hysterical,1983,87,,4.5,191,,4
Hytta,1996,22,,6.1,13,,72
I Accuse My Parents,1944,68,,2.4,364,,8
I Accuse!,1958,99,,6.9,53,,8
I Aint Got Nobody,1932,9,,6.8,7,,66
I Am Ali,2002,18,,6.2,5,,64
I Am Curious Film,1995,54,,1.3,49,,16
I Am David,2003,90,,6.5,462,PG,8
I Am Dina,2002,122,,6.4,951,,8
I Am Josh Polonskis Brother,2001,87,80000,5,46,,0
I Am My Resume,2003,15,30000,9.8,5,,64
I Am Not What You Want,2001,49,,7.7,7,,8
I Am Sam,2001,132,22000000,7.2,9945,PG-13,8
I Am Stamos,2004,18,,7,45,,68
I Am Suzanne,1933,98,,7.4,5,,32
I Am Trying to Break Your Heart,2002,92,,7.5,382,,16
I Am a Boyband,2003,6,,6.5,5,,64
I Am a Camera,1955,98,,6.5,72,,8
I Am a Dancer,1972,92,,5.9,9,,16
I Am a Fugitive from a Chain Gang,1932,93,195845,8.1,1198,,8
I Am a Sex Addict,2005,90,,7.9,9,,4
I Am the Cheese,1983,100,,5.7,43,,8
I Am the Law,1938,83,,5.8,30,,8
I Believe in You,1952,95,,6,11,,8
I Bought a Vampire Motorcycle,1990,101,,4.9,88,,4
I Bring You Frankincense,1996,33,,8.5,6,,64
I Bury the Living,1958,76,,6,191,,0
I Can Get It for You Wholesale,1951,91,,7,44,,8
I Can Hardly Wait,1943,19,,7.5,73,,68
I Cant Get Started,1985,96,,7,6,,0
I Capture the Castle,2003,111,8000000,7,947,R,40
I Come in Peace,1990,91,7000000,4.8,1033,,1
I Confess,1953,95,,7,1538,,8
I Could Go on Singing,1963,100,,6.7,187,,8
I Could Never Have Sex with Any Man Who Has So Little Regard for My Husband,1973,86,,3.3,12,,4
I Could Read the Sky,1999,86,,5,23,,0
I Cover the War,1937,68,70000,3.4,22,,1
I Cover the Waterfront,1933,75,,6.1,79,,40
I Created Lancelot Link,1999,16,,5.6,16,,80
I Didnt Do It,1945,97,,3,5,,4
I Died,2004,108,15000,3,5,,0
I Died a Thousand Times,1955,95,,6.5,68,,0
I Dismember Mama,1974,81,,3,64,,8
I Do,1921,25,,6,45,,68
I Do Not Know What It Is I Am Like,1986,89,,5.5,7,,0
I Dont Buy Kisses Anymore,1992,110,,5.5,97,,36
I Dont Care Girl The,1953,78,,7.8,12,,0
I Dont Hate Las Vegas Anymore,1994,70,,4.3,16,,0
I Dont Know Jack,2002,96,,6.6,50,,16
I Dont Scare,1956,6,,5.3,17,,70
I Dont Want to Be Born,1975,95,,2.8,117,,0
I Dood It,1943,102,,6.5,52,,36
I Dream Too Much,1935,97,,5.4,32,,36
I Dream of Jeannie,1952,90,,5,23,,0
I Dreamed of Africa,2000,114,34000000,5.2,1113,PG-13,8
I Dreamt I Woke Up,1991,44,,7.5,12,,64
I Drink Your Blood,1970,83,,4.2,165,,0
I Eats My Spinach,1933,7,,6,10,,70
I Escaped from Devils Island,1973,105,,3.4,23,,1
I Found Stella Parish,1935,85,,5.9,36,,8
I Gopher You,1954,7,,7.1,30,,70
I Got Plenty of Mutton,1944,8,,6.6,15,,70
I Got the Hook Up,1998,93,3500000,3.2,412,R,4
I Havent Got a Hat,1935,7,,6.5,19,,70
I Heard,1933,7,,7,11,,66
I Heart Huckabees,2004,106,22000000,7,7262,R,4
I Hired a Contract Killer,1990,79,,7.1,503,,12
I Hope...,2001,17,,7.8,12,,72
I Inside The,2003,90,8800000,6,734,R,0
I Just Want to Kiss You,1998,11,,7.5,10,,64
I Killed My Lesbian Wife Hung Her on a Meat Hook and Now I Have a Three-Picture Deal at Disney,1993,16,,3.9,101,,68
I Killed Wild Bill Hickok,1956,63,,1.7,6,,0
I Kina spiser de hunde,1999,91,,7.3,2740,,5
I Know What I Want,1936,77,,6.1,11,,8
I Know What You Did Last Summer,1997,99,17000000,5.3,15932,R,0
I Like It Like That,1994,104,,5.8,361,,44
I Like Killing Flies,2004,80,,7.6,16,,16
I Like Your Nerve,1931,62,,5.6,36,,36
I Like to Be Watched,1984,84,,8.3,6,,4
I Like to Hurt People,1985,83,,7.1,21,,16
I Like to Play Games,1995,90,,5.5,247,R,8
I Like to Play Games Too,1999,96,,4,69,,8
I Likes Babies and Infinks,1937,7,,6.5,20,,70
I Live My Life,1935,97,,5.6,55,,12
I Live for Love,1935,64,,4,13,,36
I Live in Grosvenor Square,1945,106,,5.9,18,,4
I Live in a Bush World,2002,7,,7.8,12,,64
I Lived with You,1933,100,,6.8,7,,36
I Love Budapest,2001,100,,6,77,,8
I Love Melvin,1953,77,,6.2,107,,36
I Love My Cat,2003,4,,7.7,6,,68
I Love My Wife,1970,98,,4,30,,4
I Love Trouble,1948,93,,7.2,7,,0
I Love Trouble,1994,123,,5.1,2805,,37
I Love Vienna,1991,104,,8.2,15,,4
I Love You,1986,101,,5.2,66,,40
I Love You,2001,90,,5.4,17,,0
I Love You Again,1940,99,,7.4,276,,12
I Love You Baby,2001,110,,5.7,68,R,36
I Love You Came Too Late,2004,85,125000,8,7,,40
I Love You to Death,1990,96,,6.1,2578,,4
I Love You Alice B. Toklas!,1968,92,,6.2,447,,4
I Love You Baby,2000,103,,5.2,53,,0
I Love You Dont Touch Me!,1997,86,,5.7,205,R,36
I Love You I Love You Not,1996,88,,5.3,627,PG-13,40
I Love Your Work,2003,104,,4.6,104,R,8
I Love a Man in Uniform,1993,99,,6.2,197,,8
I Love a Mystery,1945,69,,6.5,15,,0
I Love a Parade,1932,7,,5.7,9,,70
I Love a Soldier,1944,106,,5.9,7,,8
I Love to Singa,1936,8,,7.8,120,,70
I Loved You,2000,102,,7,7,,16
I Loved a Woman,1933,90,,4.6,24,,40
I Married a Communist,1949,73,,5.3,91,,0
I Married a Doctor,1936,83,,6.4,11,,8
I Married a Monster from Outer Space,1958,78,175000,6.3,287,,0
I Married a Strange Person!,1997,74,250000,6.2,391,R,14
I Married a Vampire,1986,85,,4,25,,4
I Married a Witch,1942,77,,7.1,511,,36
I Married a Woman,1958,85,,4.7,44,,4
I Married an Angel,1942,84,,4.8,66,,36
I Met Him in Paris,1937,86,,7.3,9,,36
I Met My Love Again,1938,77,,5,14,,32
I Met a Murderer,1939,63,,8.5,8,,8
I Miss You Hugs and Kisses,1978,88,,3.7,14,,8
I Mobster,1958,81,,5.2,34,,0
I Never,2003,22,40000,3.4,5,,68
I Never Changes My Altitude,1937,6,,6.8,17,,70
I Never Promised You a Rose Garden,1977,96,,6.1,198,,8
I Never Sang for My Father,1970,92,,6.9,237,,8
I Only Arsked!,1958,82,,3.5,8,,4
I Only Have Eyes for You,1937,6,,6.7,14,,70
I Ought to Be in Pictures,1982,108,,5.6,161,,12
I Passed for White,1960,93,,7.9,11,,8
I Remember Mama,1948,134,,7.7,416,,8
I Remember Me,2000,74,,7.3,23,,16
I Sailed to Tahiti with an All Girl Crew,1968,95,,3.7,23,,4
I Saw Mommy Kissing Santa Claus,2002,100,,5.4,78,,4
I Saw What You Did,1965,82,,6.5,284,,0
I See a Dark Stranger,1946,112,,7.5,99,,8
I Shot Andy Warhol,1996,103,,6.5,1584,R,8
I Shot Billy the Kid,1950,57,,5.4,5,,0
I Shot Jesse James,1949,81,,6.8,70,,0
I Shot a Man in Vegas,1995,86,,3.8,45,,8
I Shout Love,2001,38,,7.5,72,,64
I Spit on Your Corpse!,1974,92,,3.3,46,,9
I Spy,2002,97,70000000,5.3,5521,PG-13,5
I Still Know What You Did Last Summer,1998,100,24000000,4,9524,R,0
I Still Miss Someone,1999,18,,6,26,,64
I Stole a Million,1939,80,,6.7,5,,8
I Surrender Dear,1934,21,,6.1,7,,68
I Take This Woman,1931,72,,6.2,11,,40
I Take This Woman,1940,98,700000,5.1,52,,8
I Taw a Putty Tat,1948,7,,7,47,,70
I Thank You,1941,83,,6.1,13,,4
I Thank a Fool,1962,100,,5.4,23,,8
I Think I Cannes,1997,97,,6.2,35,,0
I Think I Do,1997,90,,6.5,534,,4
I Tremble Waiting,2002,20,,8.5,6,,64
I Used to Be a Filmmaker,2003,10,,8.1,8,,64
I Wake Up Screaming,1941,82,,7.5,209,,0
I Walk Alone,1948,97,,7.1,118,,8
I Walk the Line,1970,95,4000000,6,211,,8
I Walked with a Zombie,1943,69,,7.5,724,,8
I Wanna Be a Beauty Queen,1985,81,,4.6,17,,16
I Wanna Be a Porn Star!,2002,45,,2,11,,16
I Wanna Be a Sailor,1937,7,,6.3,11,,70
I Wanna Hold Your Hand,1978,104,2700000,6.7,530,,4
I Wanna Play House,1936,7,,5.7,5,,70
I Want What I Want,1972,91,,5.4,32,,8
I Want You,1951,102,,6.4,50,,8
I Want to Go Home,1989,100,,5.4,80,,4
I Want to Live!,1958,120,,7.5,790,,8
I Wanted Wings,1941,131,,5.9,41,,8
I Was Framed,1942,61,,4.6,10,,8
I Was Happy Here,1965,91,,6.7,18,,8
I Was Montys Double,1958,99,,6.8,130,,8
I Was Possessed by God,2000,30,,6.4,7,,64
I Was a Communist for the FBI,1951,83,,5.7,55,,8
I Was a Criminal,1945,71,,8,8,,8
I Was a Jewish Sex Worker,1996,72,,4.1,16,,16
I Was a Male War Bride,1949,103,,7.1,1156,,36
I Was a Shoplifter,1950,82,,5.6,21,,8
I Was a Teenage Frankenstein,1957,74,,4.4,167,,0
I Was a Teenage Intellectual,1999,16,,5.6,43,,68
I Was a Teenage Serial Killer,1993,27,,4.6,15,,68
I Was a Teenage Thumb,1963,7,,7.6,14,,70
I Was a Teenage Werewolf,1957,76,82000,4.6,380,,0
I Was a Teenage Zombie,1987,90,,3.1,99,,4
I Was a Zombie for the F.B.I.,1982,105,,5.7,17,,4
I Was an Adventuress,1940,81,,6.1,15,,12
I Was an American Spy,1951,85,,5.2,14,,8
I Was on Mars,1992,87,,5.3,50,,4
I Went Down,1997,107,,6.7,509,R,12
I Will I Will... for Now,1976,107,,4.2,50,,36
I Wish My Beer Was as Cold as Your Heart,2003,10,,9.2,6,,68
I Wish You Love,1973,50,,9.4,8,,0
I Witness,2003,95,,5.7,170,,9
I Woke Up Early the Day I Died,1998,90,,4.9,162,,4
I Wont Play,1944,18,,7.2,64,,72
I Wonder Whos Killing Her Now,1975,87,,3.7,9,,4
I Wonder Whos Kissing Her Now,1947,104,,6.7,31,,0
I Wouldnt Be in Your Shoes,1948,70,,7.3,10,,8
I Yam Lovesick,1938,8,,6.1,9,,70
I Yam What I Yam,1933,6,,6.2,16,,70
I dashur armik,2004,90,,8.6,8,,8
I de gini na fovite ton andra,1965,105,,8.6,56,,4
I doyde denyat,1973,86,,7,7,,8
I dur och skur,1953,87,,4,7,,4
I earini synaxis ton agrofylakon,1999,178,,5.9,54,,0
I jomfruens tegn,1973,87,,5.3,31,,4
I lagens namn,1986,87,,6.2,94,,0
I morgen min elskede,1971,101,,5.1,5,,8
I na kamnyakh rastut derevya,1985,116,,4.7,17,,8
I natt - eller aldrig,1941,85,,4.7,7,,4
I nichego bolshe,1987,70,,8.3,5,,0
I rollerna tre,1996,75,,4.9,7,,16
I skuggan av solen,1996,58,,2.2,15,,16
I slik en natt,1958,98,,6.4,17,,8
I tvillingernes tegn,1975,97,,4.4,31,,36
I tyrens tegn,1974,99,,4.6,58,,36
I ungdommens makt,1980,101,,5.4,6,,8
I zhizn i slyozy i lyubov...,1984,103,,7,6,,8
Id Climb the Highest Mountain,1951,88,,6.5,61,,8
Id Love to Take Orders from You,1936,8,,6.7,7,,70
Id Rather Be Rich,1964,96,,6.1,92,,4
Ill Be Glad When Youre Dead You Rascal You,1932,7,,6.6,26,,66
Ill Be Home for Christmas,1998,86,,4.8,675,PG,4
Ill Be Seeing You,1945,85,3250000,6.8,130,,8
Ill Be Skiing Ya,1947,7,,5,5,,70
Ill Be There,2003,109,,5.2,190,PG-13,36
Ill Be Your Mirror,1996,50,,6.5,8,,0
